,monitor_id,label,location,latitude,longitude,code,serial_number,last_calibrated,monitor_type_id,latest_reading_id,monitor_type,latest_reading,latest_averages,num_readings,current_rating
11,1998,Station 56,"South Link Road, Cork",51.878524,-8.465053,EPA-56,EPA-56,0000-00-00,25,317913447,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 317913447, 'monitor_id': 1998, 'project_id': 2399, 'recorded_at': '2022-02-11 21:00:00', 'pm10': 11, 'pm2_5': None, 'no2': 2.958, 'o3': 80.6462, 'so2': -4.6684, 'co': 0.2328, 'date': '11-02-2022', 'time': '21:00', 'secs_since': 1969, 'time_since': '32 mins', 'status': 'green'}","{'pm10': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 20.33, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'o3': {'start': '2022-02-11 13:01:00', 'end': '2022-02-11 21:00:00', 'value': 71.33, 'num_readings': 32, 'percentage_capture': 100, 'rating': 3}, 'no2': {'start': '2022-02-11 20:01:00', 'end': '2022-02-11 21:00:00', 'value': 4.42, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-02-11 20:01:00', 'end': '2022-02-11 21:00:00', 'value': -4.76, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'co': {'start': '2022-02-11 20:01:00', 'end': '2022-02-11 21:00:00', 'value': 0.23, 'num_readings': 4, 'percentage_capture': 100, 'rating': None}}",61771,3
12,1969,Station 21,University College Cork,51.900018,-8.486343,EPA-21,EPA-21,0000-00-00,25,317913359,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 317913359, 'monitor_id': 1969, 'project_id': 2399, 'recorded_at': '2022-02-11 20:00:00', 'pm10': None, 'pm2_5': 5, 'no2': 3.5869999999999997, 'o3': 98.9246, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '20:00', 'secs_since': 5569, 'time_since': '1 hour', 'status': 'green'}","{'pm2_5': {'start': '2022-02-10 20:01:00', 'end': '2022-02-11 20:00:00', 'value': 8.63, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'o3': {'start': '2022-02-11 12:01:00', 'end': '2022-02-11 20:00:00', 'value': 96.12, 'num_readings': 32, 'percentage_capture': 100, 'rating': 3}, 'no2': {'start': '2022-02-11 19:01:00', 'end': '2022-02-11 20:00:00', 'value': 3.79, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",62662,3
13,2088,TNO3955,"Buncranna, Co. Donegal",55.137443,-7.456503,TNO3955,TNO3955,0000-00-00,19,317914777,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 317914777, 'monitor_id': 2088, 'project_id': 2497, 'recorded_at': '2022-02-11 21:15:00', 'pm10': 4.8, 'pm2_5': 4.52, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '21:15', 'secs_since': 1069, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 8.69, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 6.84, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}}",70560,1
14,2006,Station 64,"Letterkenny, Co. Donegal",54.954644,-7.734842,EPA-64,EPA-64,0000-00-00,25,317913469,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 317913469, 'monitor_id': 2006, 'project_id': 2399, 'recorded_at': '2022-02-11 21:00:00', 'pm10': 7.3026, 'pm2_5': 5.8987, 'no2': None, 'o3': None, 'so2': 3.3084, 'co': None, 'date': '11-02-2022', 'time': '21:00', 'secs_since': 1969, 'time_since': '32 mins', 'status': 'green'}","{'pm10': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 10.21, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 7.42, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-02-11 20:01:00', 'end': '2022-02-11 21:00:00', 'value': 3.58, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",62799,1
15,1975,Station 27 (Protracted Communication Issue),"Malin Head, Co. Donegal",55.372036,-7.339224,EPA-27,EPA-27,0000-00-00,25,268346044,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 268346044, 'monitor_id': 1975, 'project_id': 2399, 'recorded_at': '2021-09-29 18:00:00', 'pm10': None, 'pm2_5': None, 'no2': None, 'o3': 48.7749, 'so2': None, 'co': None, 'date': '29-09-2021', 'time': '18:00', 'secs_since': 11680369, 'time_since': '4 months', 'status': 'red'}","{'o3': {'start': '2021-09-29 10:01:00', 'end': '2021-09-29 18:00:00', 'value': 66.09, 'num_readings': 5, 'percentage_capture': 62}}",14819,0
16,2132,TNO2579,"Amiens Street, Dublin 1",53.352988,-6.248738,TNO2579-EPA,TNO2579-EPA,0000-00-00,19,317916664,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 317916664, 'monitor_id': 2132, 'project_id': 2497, 'recorded_at': '2022-02-11 21:15:00', 'pm10': 6.5, 'pm2_5': 5.32, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '21:15', 'secs_since': 1069, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 10.72, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 7.65, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}}",72538,1
17,1992,Station 50,"Ballyfermot, Dublin 10",53.340159,-6.351706,EPA-50,EPA-50,0000-00-00,25,317913424,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 317913424, 'monitor_id': 1992, 'project_id': 2399, 'recorded_at': '2022-02-11 20:30:00', 'pm10': 7.672, 'pm2_5': 4.5634, 'no2': 6.2411, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '20:30', 'secs_since': 3769, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-02-10 20:01:00', 'end': '2022-02-11 20:00:00', 'value': 14.59, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 20:01:00', 'end': '2022-02-11 20:00:00', 'value': 7.61, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-02-11 19:01:00', 'end': '2022-02-11 20:00:00', 'value': 6.63, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",62734,1
18,2130,TNT1296,"Ballymun Library, Dublin 9",53.390433,-6.26527,TNT1296-EPA,TNT1296-EPA,0000-00-00,27,317916633,"{'monitor_type_id': 27, 'name': 'Topas', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNT1234', 'sample_serial_number': 'TNT1234'}","{'air_reading_id': 317916633, 'monitor_id': 2130, 'project_id': 2497, 'recorded_at': '2022-02-11 21:15:00', 'pm10': 2.9, 'pm2_5': 3.02, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '21:15', 'secs_since': 1070, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 5.13, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 4.51, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",251650,1
19,1977,Station 29,"Blanchardstown, Dublin 15",53.38539,-6.369211,EPA-29,EPA-29,0000-00-00,25,317896858,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 317896858, 'monitor_id': 1977, 'project_id': 2399, 'recorded_at': '2022-02-11 20:00:00', 'pm10': 7.3492, 'pm2_5': 4.2866, 'no2': 2.4799, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '20:00', 'secs_since': 5570, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-02-10 20:01:00', 'end': '2022-02-11 20:00:00', 'value': 12.81, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 20:01:00', 'end': '2022-02-11 20:00:00', 'value': 7.34, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-02-11 19:01:00', 'end': '2022-02-11 20:00:00', 'value': 3.55, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",62686,1
20,1981,Station 33,"Clonskeagh, Dublin 14",53.311783,-6.235325,EPA-33,EPA-33,0000-00-00,25,317913388,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 317913388, 'monitor_id': 1981, 'project_id': 2399, 'recorded_at': '2022-02-11 21:00:00', 'pm10': 5.9030000000000005, 'pm2_5': 4.096, 'no2': None, 'o3': 82.6109, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '21:00', 'secs_since': 1970, 'time_since': '32 mins', 'status': 'green'}","{'pm10': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 10.72, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 5.72, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'o3': {'start': '2022-02-11 13:01:00', 'end': '2022-02-11 21:00:00', 'value': 79.73, 'num_readings': 8, 'percentage_capture': 25, 'rating': 0}}",45862,3
21,2444,TNO4435,"Coolock, Dublin 5",53.390542,-6.202395,TNO4435-EPA,TNO4435-EPA,0000-00-00,19,317913896,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 317913896, 'monitor_id': 2444, 'project_id': 2497, 'recorded_at': '2022-02-11 21:15:00', 'pm10': 5.7, 'pm2_5': 3.68, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '21:15', 'secs_since': 1070, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 11.74, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 6.57, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",42400,1
22,3740,TNO4323,"Custom House Quay, Dublin 1",53.347863,-6.243785,TNO4323-EPA,TNO4323-EPA,,19,317913925,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 317913925, 'monitor_id': 3740, 'project_id': 2497, 'recorded_at': '2022-02-11 21:15:00', 'pm10': 0, 'pm2_5': 0.02, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '21:15', 'secs_since': 1070, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': None, 'num_readings': 96, 'percentage_capture': 100}, 'pm2_5': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 0.03, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",34321,1
23,1991,Station 49,"Davitt Road, Inchicore, Dublin 12",53.336258,-6.309002,EPA-49,EPA-49,0000-00-00,25,317896903,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 317896903, 'monitor_id': 1991, 'project_id': 2399, 'recorded_at': '2022-02-11 19:00:00', 'pm10': 11.9476, 'pm2_5': 6.9568, 'no2': -0.15940000000000001, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '19:00', 'secs_since': 9170, 'time_since': '2 hours', 'status': 'green'}","{'pm10': {'start': '2022-02-10 19:01:00', 'end': '2022-02-11 19:00:00', 'value': 20.47, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-02-10 19:01:00', 'end': '2022-02-11 19:00:00', 'value': 9.39, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-02-11 18:01:00', 'end': '2022-02-11 19:00:00', 'value': -0.26, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",62772,2
24,2090,TNO4158,"Deansgrange, Co. Dublin",53.286763,-6.173349,TNO4158,TNO4158,0000-00-00,19,317914789,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 317914789, 'monitor_id': 2090, 'project_id': 2497, 'recorded_at': '2022-02-11 21:15:00', 'pm10': 4.2, 'pm2_5': 3.9699999999999998, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '21:15', 'secs_since': 1070, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 7.37, 'num_readings': 92, 'percentage_capture': 95, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 21:01:00', 'end': '2022-02-11 21:00:00', 'value': 6.82, 'num_readings': 92, 'percentage_capture': 95, 'rating': 1}}",48973,1
25,3743,TNO4325,"Drumcondra Library, Dublin 9",53.369894,-6.259124,TNO4325-EPA,TNO4325-EPA,0000-00-00,19,317891825,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 317891825, 'monitor_id': 3743, 'project_id': 2497, 'recorded_at': '2022-02-11 19:45:00', 'pm10': 5.4, 'pm2_5': 4.26, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '11-02-2022', 'time': '19:45', 'secs_since': 6470, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-02-10 19:01:00', 'end': '2022-02-11 19:00:00', 'value': 7.82, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-02-10 19:01:00', 'end': '2022-02-11 19:00:00', 'value': 6.01, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",43823,1
